class,class_title,counts,yr,patents,uspc,ctg,hjt_num,hjt
257,"Active Solid-State Devices (e.g., Transistors, Solid-State Diodes)",original,2008,4122,257,300,46,Electrical & Electronic
258,Railway Mail Delivery,original,2008,0,258,300,55,Mechanical
260,Chemistry of Carbon Compounds,original,2008,5,260,300,19,Chemical
261,Gas and Liquid Contact Apparatus,original,2008,98,261,300,19,Chemical
264,Plastic and Nonmetallic Article Shaping or Treating: Processes,original,2008,505,264,300,51,Mechanical
266,Metallurgical Apparatus,original,2008,57,266,300,52,Mechanical
267,Spring Devices,original,2008,102,267,300,59,Mechanical
269,Work Holders,original,2008,52,269,300,69,Others
270,Sheet-Material Associating,original,2008,75,270,300,52,Mechanical
271,Sheet Feeding or Delivering,original,2008,338,271,300,51,Mechanical
273,Amusement Devices:  Games,original,2008,224,273,300,62,Others
276,Typesetting,original,2008,0,276,300,69,Others
277,Seal for a Joint or Juncture,original,2008,112,277,300,67,Others
278,Land Vehicles:  Animal Draft Appliances,original,2008,0,278,300,69,Others
279,Chucks or Sockets,original,2008,29,279,300,69,Others
280,Land Vehicles,original,2008,1219,280,300,55,Mechanical
281,"Books, Strips, and Leaves",original,2008,13,281,300,69,Others
283,Printed Matter,original,2008,30,283,300,69,Others
285,Pipe Joints or Couplings,original,2008,276,285,300,67,Others
289,Knots and Knot Tying,original,2008,4,289,300,69,Others
290,Prime-Mover Dynamo Plants,original,2008,240,290,300,45,Electrical & Electronic
291,Track Sanders,original,2008,1,291,300,59,Mechanical
292,Closure Fasteners,original,2008,172,292,300,69,Others
293,Vehicle Fenders,original,2008,56,293,300,55,Mechanical
294,Handling:  Hand and Hoist-Line Implements,original,2008,119,294,300,59,Mechanical
295,Railway Wheels and Axles,original,2008,1,295,300,55,Mechanical
296,Land Vehicles:  Bodies and Tops,original,2008,702,296,300,55,Mechanical
297,Chairs and Seats,original,2008,549,297,300,65,Others
298,Land Vehicles:  Dumping,original,2008,12,298,300,55,Mechanical
299,Mining or In Situ Disintegration of Hard Material,original,2008,67,299,300,64,Others
300,"Brush, Broom, and Mop Making",original,2008,8,300,300,69,Others
301,Land Vehicles:  Wheels and Axles,original,2008,75,301,400,55,Mechanical
303,Fluid-Pressure and Analogous Brake Systems,original,2008,142,303,400,53,Mechanical
305,Wheel Substitutes for Land Vehicles,original,2008,26,305,400,55,Mechanical
307,Electrical Transmission or Interconnection Systems,original,2008,318,307,400,NA,NA
310,Electrical Generator or Motor Structure,original,2008,968,310,400,45,Electrical & Electronic
312,Supports:  Cabinet Structure,original,2008,113,312,400,65,Others
313,Electric Lamp and Discharge Devices,original,2008,723,313,400,42,Electrical & Electronic
314,Electric Lamp and Discharge Devices: Consumable Electrodes,original,2008,0,314,400,42,Electrical & Electronic
315,Electric Lamp and Discharge Devices:  Systems,original,2008,499,315,400,42,Electrical & Electronic
318,Electricity:  Motive Power Systems,original,2008,583,318,400,45,Electrical & Electronic
320,Electricity:  Battery or Capacitor Charging or Discharging,original,2008,246,320,400,45,Electrical & Electronic
322,Electricity:  Single Generator Systems,original,2008,62,322,400,45,Electrical & Electronic
323,Electricity:  Power Supply or Regulation Systems,original,2008,375,323,400,45,Electrical & Electronic
324,Electricity:  Measuring and Testing,original,2008,1701,324,400,43,Electrical & Electronic
326,Electronic Digital Logic Circuitry,original,2008,658,326,400,46,Electrical & Electronic
327,"Miscellaneous Active Electrical Nonlinear Devices, Circuits, and Systems",original,2008,1038,327,400,41,Electrical & Electronic
329,Demodulators,original,2008,16,329,400,41,Electrical & Electronic
330,Amplifiers,original,2008,639,330,400,41,Electrical & Electronic
331,Oscillators,original,2008,376,331,400,41,Electrical & Electronic
332,Modulators,original,2008,18,332,400,41,Electrical & Electronic
333,Wave Transmission Lines and Networks,original,2008,427,333,400,21,Computers & Communications
334,Tuners,original,2008,2,334,400,41,Electrical & Electronic
335,"Electricity:  Magnetically Operated Switches, Magnets, and Electromagnets",original,2008,136,335,400,41,Electrical & Electronic
336,Inductor Devices,original,2008,185,336,400,41,Electrical & Electronic
337,Electricity:  Electrothermally or Thermally Actuated Switches,original,2008,49,337,400,41,Electrical & Electronic
338,Electrical Resistors,original,2008,47,338,400,41,Electrical & Electronic
340,Communications:  Electrical,original,2008,1903,340,400,21,Computers & Communications
341,Coded Data Generation or Conversion,original,2008,886,341,400,22,Computers & Communications
342,"Communications:  Directive Radio Wave Systems and Devices (e.g., Radar, Radio Navigation)",original,2008,541,342,400,21,Computers & Communications
343,Communications:  Radio Wave Antennas,original,2008,810,343,400,21,Computers & Communications
345,Computer Graphics Processing and Selective Visual Display Systems,original,2008,2354,345,400,23,Computers & Communications
346,Recorders,original,2008,2,346,400,NA,NA
347,Incremental Printing of Symbolic Information,original,2008,1831,347,400,23,Computers & Communications
348,Television,original,2008,1634,348,400,NA,NA
349,"Liquid Crystal Cells, Elements and Systems",original,2008,997,349,400,19,Chemical
351,"Optics:  Eye Examining, Vision Testing and Correcting",original,2008,417,351,400,39,Drugs & Medical
352,Optics:  Motion Pictures,original,2008,12,352,400,54,Mechanical
353,Optics:  Image Projectors,original,2008,342,353,400,54,Mechanical
355,Photocopying,original,2008,399,355,400,54,Mechanical
356,Optics:  Measuring and Testing,original,2008,1665,356,400,43,Electrical & Electronic
358,Facsimile and Static Presentation Processing,original,2008,1361,358,400,21,Computers & Communications
359,Optical: Systems and Elements,original,2008,2067,359,400,54,Mechanical
360,Dynamic Magnetic Information Storage or Retrieval,original,2008,1086,360,400,24,Computers & Communications
361,Electricity:  Electrical Systems and Devices,original,2008,2005,361,400,45,Electrical & Electronic
362,Illumination,original,2008,1200,362,400,42,Electrical & Electronic
363,Electric Power Conversion Systems,original,2008,330,363,400,45,Electrical & Electronic
365,Static Information Storage and Retrieval,original,2008,2342,365,400,24,Computers & Communications
366,Agitating,original,2008,182,366,400,19,Chemical
367,"Communications, Electrical: Acoustic Wave Systems and Devices",original,2008,241,367,400,21,Computers & Communications
368,Horology: Time Measuring Systems or Devices,original,2008,198,368,400,69,Others
369,Dynamic Information Storage or Retrieval,original,2008,1151,369,400,24,Computers & Communications
370,Multiplex Communications,original,2008,4538,370,400,21,Computers & Communications
372,Coherent Light Generators,original,2008,491,372,400,42,Electrical & Electronic
373,Industrial Electric Heating Furnaces,original,2008,11,373,400,66,Others
374,Thermal Measuring and Testing,original,2008,164,374,400,43,Electrical & Electronic
375,Pulse or Digital Communications,original,2008,2290,375,400,21,Computers & Communications
376,"Induced Nuclear Reactions:  Processes, Systems, and Elements",original,2008,40,376,400,44,Electrical & Electronic
377,"Electrical Pulse Counters, Pulse Dividers, or Shift Registers:  Circuits and Systems",original,2008,38,377,400,NA,NA
378,X-Ray or Gamma Ray Systems or Devices,original,2008,610,378,400,44,Electrical & Electronic
379,Telephonic Communications,original,2008,709,379,400,21,Computers & Communications
380,Cryptography,original,2008,374,380,400,22,Computers & Communications
381,Electrical Audio Signal Processing Systems and Devices,original,2008,465,381,400,NA,NA
382,Image Analysis,original,2008,2436,382,400,22,Computers & Communications
383,Flexible Bags,original,2008,46,383,400,68,Others
384,Bearings,original,2008,210,384,400,59,Mechanical
385,Optical Waveguides,original,2008,1621,385,400,21,Computers & Communications
386,Motion Video Signal Processing for Recording or Reproducing,original,2008,487,386,400,NA,NA
388,Electricity:  Motor Control Systems,original,2008,14,388,400,45,Electrical & Electronic
392,Electric Resistance Heating Devices,original,2008,58,392,400,41,Electrical & Electronic
396,Photography,original,2008,364,396,400,54,Mechanical
398,Optical Communications,original,2008,598,398,400,NA,NA
399,Electrophotography,original,2008,1301,399,400,54,Mechanical
400,Typewriting Machines,original,2008,153,400,400,59,Mechanical
401,Coating Implements with Material Supply,original,2008,162,401,500,12,Chemical
402,Binder Device Releasably Engaging Aperture or Notch of Sheet,original,2008,16,402,500,59,Mechanical
403,Joints and Connections,original,2008,132,403,500,67,Others
404,"Road Structure, Process, or Apparatus",original,2008,140,404,500,69,Others
405,Hydraulic and Earth Engineering,original,2008,243,405,500,64,Others
406,Conveyors:  Fluid Current,original,2008,27,406,500,59,Mechanical
407,"Cutters, for Shaping",original,2008,65,407,500,51,Mechanical
408,Cutting by Use of Rotating Axially Moving Tool,original,2008,82,408,500,51,Mechanical
409,"Gear Cutting, Milling, or Planing",original,2008,82,409,500,51,Mechanical
410,Freight Accommodation On Freight Carrier,original,2008,83,410,500,55,Mechanical
411,"Expanded, Threaded, Driven, Headed, Tool-Deformed, or Locked-Threaded Fastener",original,2008,96,411,500,59,Mechanical
412,Bookbinding: Process and Apparatus,original,2008,13,412,500,69,Others
413,Sheet Metal Container Making,original,2008,6,413,500,52,Mechanical
414,Material or Article Handling,original,2008,225,414,500,51,Mechanical
415,Rotary Kinetic Fluid Motors or Pumps,original,2008,285,415,500,53,Mechanical
416,"Fluid Reaction Surfaces (i.e., Impellers)",original,2008,237,416,500,19,Chemical
417,Pumps,original,2008,235,417,500,53,Mechanical
418,Rotary Expansible Chamber Devices,original,2008,133,418,500,53,Mechanical
419,Powder Metallurgy Processes,original,2008,44,419,500,52,Mechanical
420,Alloys or Metallic Compositions,original,2008,32,420,500,52,Mechanical
422,"Chemical Apparatus and Process Disinfecting, Deodorizing, Preserving, or Sterilizing",original,2008,620,422,500,19,Chemical
423,Chemistry of Inorganic Compounds,original,2008,410,423,500,19,Chemical
424,"Drug, Bio-Affecting and Body Treating Compositions",original,2008,1869,424,500,31,Drugs & Medical
425,Plastic Article or Earthenware Shaping or Treating: Apparatus,original,2008,416,425,500,51,Mechanical
426,"Food or Edible Material:  Processes, Compositions, and Products",original,2008,242,426,500,61,Others
427,Coating Processes,original,2008,559,427,500,12,Chemical
428,Stock Material or Miscellaneous Articles,original,2008,1609,428,500,69,Others
429,"Chemistry:  Electrical Current Producing Apparatus, Product, and Process",original,2008,750,429,500,45,Electrical & Electronic
430,"Radiation Imagery Chemistry: Process, Composition, or Product Thereof",original,2008,1111,430,500,19,Chemical
431,Combustion,original,2008,57,431,500,66,Others
432,Heating,original,2008,41,432,500,66,Others
433,Dentistry,original,2008,170,433,500,39,Drugs & Medical
434,Education and Demonstration,original,2008,111,434,500,69,Others
435,Chemistry: Molecular Biology and Microbiology,original,2008,2681,435,500,33,Drugs & Medical
436,Chemistry: Analytical and Immunological Testing,original,2008,418,436,500,19,Chemical
438,Semiconductor Device Manufacturing: Process,original,2008,4531,438,500,46,Electrical & Electronic
439,Electrical Connectors,original,2008,2178,439,500,41,Electrical & Electronic
440,Marine Propulsion,original,2008,168,440,500,55,Mechanical
441,"Buoys, Rafts, and Aquatic Devices",original,2008,65,441,500,69,Others
442,"Fabric (Woven, Knitted, or Nonwoven Textile or Cloth, Etc.)",original,2008,127,442,500,11,Chemical
445,Electric Lamp or Space Discharge Component or Device Manufacturing,original,2008,95,445,500,42,Electrical & Electronic
446,Amusement Devices:  Toys,original,2008,128,446,500,62,Others
449,Bee Culture,original,2008,3,449,500,61,Others
450,Foundation Garments,original,2008,43,450,500,63,Others
451,Abrading,original,2008,321,451,500,51,Mechanical
452,Butchering,original,2008,87,452,500,61,Others
453,Coin Handling,original,2008,14,453,500,59,Mechanical
454,Ventilation,original,2008,72,454,500,59,Mechanical
455,Telecommunications,original,2008,3132,455,500,21,Computers & Communications
460,Crop Threshing or Separating,original,2008,26,460,500,61,Others
462,"Books, Strips, and Leaves for Manifolding",original,2008,2,462,500,69,Others
463,Amusement Devices: Games,original,2008,413,463,500,62,Others
464,"Rotary Shafts, Gudgeons, Housings, and Flexible Couplings for Rotary Shafts",original,2008,103,464,500,53,Mechanical
470,"Threaded, Headed Fastener, or Washer Making: Process and Apparatus",original,2008,16,470,500,59,Mechanical
472,Amusement Devices,original,2008,36,472,500,62,Others
473,Games Using Tangible Projectile,original,2008,534,473,500,62,Others
474,Endless Belt Power Transmission Systems or Components,original,2008,92,474,500,53,Mechanical
475,Planetary Gear Transmission Systems or Components,original,2008,280,475,500,53,Mechanical
476,Friction Gear Transmission Systems or Components,original,2008,21,476,500,53,Mechanical
477,"Interrelated Power Delivery Controls, Including Engine Control",original,2008,170,477,500,53,Mechanical
482,Exercise Devices,original,2008,360,482,500,59,Mechanical
483,Tool Changing,original,2008,28,483,500,59,Mechanical
492,Roll or Roller,original,2008,12,492,500,59,Mechanical
493,Manufacturing Container or Tube From Paper; or Other Manufacturing From a Sheet or Web,original,2008,136,493,500,51,Mechanical
494,Imperforate Bowl:  Centrifugal Separators,original,2008,37,494,500,19,Chemical
501,Compositions: Ceramic,original,2008,136,501,600,19,Chemical
502,"Catalyst, Solid Sorbent, or Support Therefor:  Product or Process of Making",original,2008,283,502,600,19,Chemical
503,"Record Receiver Having Plural Interactive Leaves or a Colorless Color Former, Method of Use, or Developer Therefor",original,2008,40,503,600,69,Others
504,Plant Protecting and Regulating Compositions,original,2008,46,504,600,11,Chemical
505,"Superconductor Technology:  Apparatus, Material, Process",original,2008,14,505,600,46,Electrical & Electronic
506,"Combinatorial Chemistry Technology:  Method, Library, Apparatus",original,2008,26,506,600,NA,NA
507,"Earth Boring, Well Treating, and Oil Field Chemistry",original,2008,66,507,600,64,Others
508,"Solid Anti-Friction Devices, Materials Therefor, Lubricant or Separant Compositions for Moving Solid Surfaces, and Miscellaneous Mineral Oil Compositions",original,2008,76,508,600,59,Mechanical
510,"Cleaning Compositions for Solid Surfaces, Auxiliary Compositions Therefor, or Processes of Preparing the Compositions",original,2008,274,510,600,19,Chemical
512,Perfume Compositions,original,2008,18,512,600,19,Chemical
514,"Drug, Bio-Affecting and Body Treating Compositions",original,2008,2919,514,600,31,Drugs & Medical
516,Colloid Systems and Wetting Agents; Subcombinations Thereof; Processes Of,original,2008,31,516,600,19,Chemical
518,Chemistry:  Fischer-Tropsch Processes; or Purification or Recovery of Products Thereof,original,2008,34,518,600,19,Chemical
520,Synthetic Resins or Natural Rubbers -- Part of the Class 520 Series,original,2008,0,520,600,15,Chemical
521,Synthetic Resins or Natural Rubbers -- Part of the Class 520 Series,original,2008,56,521,600,15,Chemical
522,Synthetic Resins or Natural Rubbers -- Part of the Class 520 Series,original,2008,73,522,600,15,Chemical
523,Synthetic Resins or Natural Rubbers -- Part of the Class 520 Series,original,2008,183,523,600,15,Chemical
524,Synthetic Resins or Natural Rubbers -- Part of the Class 520 Series,original,2008,481,524,600,15,Chemical
525,Synthetic Resins or Natural Rubbers -- Part of the Class 520 Series,original,2008,366,525,600,15,Chemical
526,Synthetic Resins or Natural Rubbers -- Part of the Class 520 Series,original,2008,305,526,600,15,Chemical
527,Synthetic Resins or Natural Rubbers -- Part of the Class 520 Series,original,2008,3,527,600,15,Chemical
528,Synthetic Resins or Natural Rubbers -- Part of the Class 520 Series,original,2008,304,528,600,15,Chemical
530,Chemistry:  Natural Resins or Derivatives; Peptides or Proteins; Lignins or Reaction Products Thereof,original,2008,903,530,600,15,Chemical
532,Organic Compounds -- Part of the Class 532-570 Series,original,2008,0,532,600,NA,NA
