class,class_title,counts,yr,patents,uspc,ctg,hjt_num,hjt
125,Stone Working,no_dupl,1997,54,125,200,51,Mechanical
126,Stoves and Furnaces,no_dupl,1997,305,126,200,66,Others
127,"Sugar, Starch, and Carbohydrates",no_dupl,1997,40,127,200,11,Chemical
128,Surgery,no_dupl,1997,954,128,200,32,Drugs & Medical
131,Tobacco,no_dupl,1997,116,131,200,61,Others
132,Toilet,no_dupl,1997,219,132,200,65,Others
134,Cleaning and Liquid Contact with Solids,no_dupl,1997,610,134,200,69,Others
135,"Tent, Canopy, Umbrella, or Cane",no_dupl,1997,179,135,200,69,Others
136,Batteries:  Thermoelectric and Photoelectric,no_dupl,1997,134,136,200,45,Electrical & Electronic
137,Fluid Handling,no_dupl,1997,1006,137,200,69,Others
138,Pipes and Tubular Conduits,no_dupl,1997,278,138,200,67,Others
139,Textiles:  Weaving,no_dupl,1997,137,139,200,63,Others
140,Wireworking,no_dupl,1997,62,140,200,52,Mechanical
141,"Fluent Material Handling, with Receiver or Receiver Coacting Means",no_dupl,1997,319,141,200,51,Mechanical
142,Wood Turning,no_dupl,1997,6,142,200,51,Mechanical
144,Woodworking,no_dupl,1997,154,144,200,51,Mechanical
147,Coopering,no_dupl,1997,2,147,200,52,Mechanical
148,Metal Treatment,no_dupl,1997,737,148,200,52,Mechanical
149,Explosive and Thermic Compositions or Charges,no_dupl,1997,78,149,200,19,Chemical
150,"Purses, Wallets, and Protective Covers",no_dupl,1997,71,150,200,69,Others
152,Resilient Tires and Wheels,no_dupl,1997,167,152,200,55,Mechanical
156,Adhesive Bonding and Miscellaneous Chemical Manufacture,no_dupl,1997,1596,156,200,19,Chemical
157,Wheelwright Machines,no_dupl,1997,11,157,200,59,Mechanical
159,Concentrating Evaporators,no_dupl,1997,66,159,200,19,Chemical
160,"Flexible or Portable Closure, Partition, or Panel",no_dupl,1997,257,160,200,69,Others
162,Paper Making and Fiber Liberation,no_dupl,1997,442,162,200,19,Chemical
163,Needle and Pin Making,no_dupl,1997,8,163,200,52,Mechanical
164,Metal Founding,no_dupl,1997,274,164,200,52,Mechanical
165,Heat Exchange,no_dupl,1997,524,165,200,66,Others
166,Wells,no_dupl,1997,377,166,200,64,Others
168,Farriery,no_dupl,1997,12,168,200,69,Others
169,Fire Extinguishers,no_dupl,1997,74,169,200,69,Others
171,Unearthing Plants or Buried Objects,no_dupl,1997,9,171,200,64,Others
172,Earth Working,no_dupl,1997,168,172,200,64,Others
173,Tool Driving or Impacting,no_dupl,1997,94,173,200,51,Mechanical
174,Electricity:  Conductors and Insulators,no_dupl,1997,675,174,200,41,Electrical & Electronic
175,Boring or Penetrating the Earth,no_dupl,1997,232,175,200,64,Others
177,Weighing Scales,no_dupl,1997,96,177,200,69,Others
178,Telegraphy,no_dupl,1997,69,178,200,21,Computers & Communications
180,Motor Vehicles,no_dupl,1997,637,180,200,55,Mechanical
181,Acoustics,no_dupl,1997,215,181,200,69,Others
182,"Fire Escape, Ladder, or Scaffold",no_dupl,1997,152,182,200,65,Others
184,Lubrication,no_dupl,1997,116,184,200,59,Mechanical
185,"Motors:  Spring, Weight, or Animal Powered",no_dupl,1997,8,185,200,53,Mechanical
186,Merchandising,no_dupl,1997,12,186,200,69,Others
187,"Elevator, Industrial Lift Truck, or Stationary Lift for Vehicle",no_dupl,1997,140,187,200,55,Mechanical
188,Brakes,no_dupl,1997,425,188,200,53,Mechanical
190,Trunks and Hand-Carried Luggage,no_dupl,1997,70,190,200,69,Others
191,Electricity:  Transmission To Vehicles,no_dupl,1997,34,191,200,49,Electrical & Electronic
192,Clutches and Power-Stop Control,no_dupl,1997,453,192,200,53,Mechanical
193,"Conveyors, Chutes, Skids, Guides, and Ways",no_dupl,1997,39,193,200,59,Mechanical
194,Check-Actuated Control Mechanisms,no_dupl,1997,74,194,200,59,Mechanical
196,Mineral Oils: Apparatus,no_dupl,1997,12,196,200,19,Chemical
198,Conveyors:  Power-Driven,no_dupl,1997,541,198,200,59,Mechanical
199,Type Casting,no_dupl,1997,1,199,200,69,Others
200,Electricity:  Circuit Makers and Breakers,no_dupl,1997,464,200,200,41,Electrical & Electronic
201,"Distillation: Processes, Thermolytic",no_dupl,1997,21,201,300,19,Chemical
202,Distillation: Apparatus,no_dupl,1997,82,202,300,19,Chemical
203,"Distillation: Processes, Separatory",no_dupl,1997,126,203,300,19,Chemical
204,Chemistry:  Electrical and Wave Energy,no_dupl,1997,886,204,300,19,Chemical
205,"Electrolysis:  Processes, Compositions Used Therein, and Methods of Preparing the Compositions",no_dupl,1997,433,205,300,19,Chemical
206,Special Receptacle or Package,no_dupl,1997,1210,206,300,68,Others
208,Mineral Oils: Processes and Products,no_dupl,1997,215,208,300,19,Chemical
209,"Classifying, Separating, and Assorting Solids",no_dupl,1997,290,209,300,51,Mechanical
210,Liquid Purification or Separation,no_dupl,1997,1613,210,300,19,Chemical
211,Supports:  Racks,no_dupl,1997,436,211,300,65,Others
212,Traversing Hoists,no_dupl,1997,67,212,300,59,Mechanical
213,Railway Draft Appliances,no_dupl,1997,20,213,300,55,Mechanical
215,Bottles and Jars,no_dupl,1997,291,215,300,68,Others
216,Etching a Substrate:  Processes,no_dupl,1997,483,216,300,19,Chemical
217,Wooden Receptacles,no_dupl,1997,7,217,300,68,Others
218,High-Voltage Switches with Arc Preventing or Extinguishing Devices,no_dupl,1997,43,218,300,49,Electrical & Electronic
219,Electric Heating,no_dupl,1997,923,219,300,49,Electrical & Electronic
220,Receptacles,no_dupl,1997,889,220,300,68,Others
221,Article Dispensing,no_dupl,1997,157,221,300,51,Mechanical
222,Dispensing,no_dupl,1997,833,222,300,19,Chemical
223,Apparel Apparatus,no_dupl,1997,106,223,300,63,Others
224,Package and Article Carriers,no_dupl,1997,463,224,300,68,Others
225,Severing by Tearing or Breaking,no_dupl,1997,45,225,300,51,Mechanical
226,Advancing Material of Indeterminate Length,no_dupl,1997,100,226,300,51,Mechanical
227,Elongated-Member-Driving Apparatus,no_dupl,1997,182,227,300,59,Mechanical
228,Metal Fusion Bonding,no_dupl,1997,358,228,300,52,Mechanical
229,"Envelopes, Wrappers, and Paperboard Boxes",no_dupl,1997,280,229,300,68,Others
231,Whips and Whip Apparatus,no_dupl,1997,1,231,300,69,Others
232,Deposit and Collection Receptacles,no_dupl,1997,43,232,300,68,Others
234,"Selective Cutting (e.g., Punching)",no_dupl,1997,2,234,300,51,Mechanical
235,Registers,no_dupl,1997,558,235,300,59,Mechanical
236,Automatic Temperature and Humidity Regulation,no_dupl,1997,113,236,300,69,Others
237,Heating Systems,no_dupl,1997,47,237,300,66,Others
238,Railways:  Surface Track,no_dupl,1997,32,238,300,55,Mechanical
239,"Fluid Sprinkling, Spraying, and Diffusing",no_dupl,1997,658,239,300,59,Mechanical
241,Solid Material Comminution or Disintegration,no_dupl,1997,307,241,300,51,Mechanical
242,"Winding, Tensioning, or Guiding",no_dupl,1997,612,242,300,51,Mechanical
244,Aeronautics and Astronautics,no_dupl,1997,334,244,300,55,Mechanical
245,Wire Fabrics and Structure,no_dupl,1997,6,245,300,69,Others
246,Railway Switches and Signals,no_dupl,1997,59,246,300,55,Mechanical
248,Supports,no_dupl,1997,1184,248,300,69,Others
249,Static Molds,no_dupl,1997,150,249,300,69,Others
250,Radiant Energy,no_dupl,1997,1628,250,300,44,Electrical & Electronic
251,Valves and Valve Actuation,no_dupl,1997,501,251,300,53,Mechanical
252,Compositions,no_dupl,1997,1143,252,300,19,Chemical
254,Implements or Apparatus for Applying Pushing or Pulling Force,no_dupl,1997,201,254,300,59,Mechanical
256,Fences,no_dupl,1997,98,256,300,65,Others
257,"Active Solid-State Devices (e.g., Transistors, Solid-State Diodes)",no_dupl,1997,4696,257,300,46,Electrical & Electronic
258,Railway Mail Delivery,no_dupl,1997,0,258,300,55,Mechanical
260,Chemistry of Carbon Compounds,no_dupl,1997,31,260,300,19,Chemical
261,Gas and Liquid Contact Apparatus,no_dupl,1997,209,261,300,19,Chemical
264,Plastic and Nonmetallic Article Shaping or Treating: Processes,no_dupl,1997,1950,264,300,51,Mechanical
266,Metallurgical Apparatus,no_dupl,1997,159,266,300,52,Mechanical
267,Spring Devices,no_dupl,1997,215,267,300,59,Mechanical
269,Work Holders,no_dupl,1997,218,269,300,69,Others
270,Sheet-Material Associating,no_dupl,1997,83,270,300,52,Mechanical
271,Sheet Feeding or Delivering,no_dupl,1997,407,271,300,51,Mechanical
273,Amusement Devices:  Games,no_dupl,1997,479,273,300,62,Others
276,Typesetting,no_dupl,1997,0,276,300,69,Others
277,Seal for a Joint or Juncture,no_dupl,1997,326,277,300,67,Others
278,Land Vehicles:  Animal Draft Appliances,no_dupl,1997,0,278,300,69,Others
279,Chucks or Sockets,no_dupl,1997,86,279,300,69,Others
280,Land Vehicles,no_dupl,1997,1238,280,300,55,Mechanical
281,"Books, Strips, and Leaves",no_dupl,1997,99,281,300,69,Others
283,Printed Matter,no_dupl,1997,203,283,300,69,Others
285,Pipe Joints or Couplings,no_dupl,1997,371,285,300,67,Others
289,Knots and Knot Tying,no_dupl,1997,17,289,300,69,Others
290,Prime-Mover Dynamo Plants,no_dupl,1997,66,290,300,45,Electrical & Electronic
291,Track Sanders,no_dupl,1997,0,291,300,59,Mechanical
292,Closure Fasteners,no_dupl,1997,319,292,300,69,Others
293,Vehicle Fenders,no_dupl,1997,35,293,300,55,Mechanical
294,Handling:  Hand and Hoist-Line Implements,no_dupl,1997,329,294,300,59,Mechanical
295,Railway Wheels and Axles,no_dupl,1997,6,295,300,55,Mechanical
296,Land Vehicles:  Bodies and Tops,no_dupl,1997,483,296,300,55,Mechanical
297,Chairs and Seats,no_dupl,1997,684,297,300,65,Others
298,Land Vehicles:  Dumping,no_dupl,1997,17,298,300,55,Mechanical
299,Mining or In Situ Disintegration of Hard Material,no_dupl,1997,66,299,300,64,Others
300,"Brush, Broom, and Mop Making",no_dupl,1997,22,300,300,69,Others
301,Land Vehicles:  Wheels and Axles,no_dupl,1997,94,301,400,55,Mechanical
303,Fluid-Pressure and Analogous Brake Systems,no_dupl,1997,246,303,400,53,Mechanical
305,Wheel Substitutes for Land Vehicles,no_dupl,1997,24,305,400,55,Mechanical
307,Electrical Transmission or Interconnection Systems,no_dupl,1997,546,307,400,NA,NA
310,Electrical Generator or Motor Structure,no_dupl,1997,795,310,400,45,Electrical & Electronic
312,Supports:  Cabinet Structure,no_dupl,1997,369,312,400,65,Others
313,Electric Lamp and Discharge Devices,no_dupl,1997,621,313,400,42,Electrical & Electronic
314,Electric Lamp and Discharge Devices: Consumable Electrodes,no_dupl,1997,0,314,400,42,Electrical & Electronic
315,Electric Lamp and Discharge Devices:  Systems,no_dupl,1997,463,315,400,42,Electrical & Electronic
318,Electricity:  Motive Power Systems,no_dupl,1997,625,318,400,45,Electrical & Electronic
320,Electricity:  Battery or Capacitor Charging or Discharging,no_dupl,1997,376,320,400,45,Electrical & Electronic
322,Electricity:  Single Generator Systems,no_dupl,1997,83,322,400,45,Electrical & Electronic
323,Electricity:  Power Supply or Regulation Systems,no_dupl,1997,418,323,400,45,Electrical & Electronic
324,Electricity:  Measuring and Testing,no_dupl,1997,1503,324,400,43,Electrical & Electronic
326,Electronic Digital Logic Circuitry,no_dupl,1997,447,326,400,46,Electrical & Electronic
327,"Miscellaneous Active Electrical Nonlinear Devices, Circuits, and Systems",no_dupl,1997,1045,327,400,41,Electrical & Electronic
329,Demodulators,no_dupl,1997,112,329,400,41,Electrical & Electronic
330,Amplifiers,no_dupl,1997,342,330,400,41,Electrical & Electronic
331,Oscillators,no_dupl,1997,288,331,400,41,Electrical & Electronic
332,Modulators,no_dupl,1997,73,332,400,41,Electrical & Electronic
333,Wave Transmission Lines and Networks,no_dupl,1997,410,333,400,21,Computers & Communications
334,Tuners,no_dupl,1997,2,334,400,41,Electrical & Electronic
335,"Electricity:  Magnetically Operated Switches, Magnets, and Electromagnets",no_dupl,1997,242,335,400,41,Electrical & Electronic
336,Inductor Devices,no_dupl,1997,130,336,400,41,Electrical & Electronic
337,Electricity:  Electrothermally or Thermally Actuated Switches,no_dupl,1997,99,337,400,41,Electrical & Electronic
338,Electrical Resistors,no_dupl,1997,176,338,400,41,Electrical & Electronic
340,Communications:  Electrical,no_dupl,1997,1943,340,400,21,Computers & Communications
341,Coded Data Generation or Conversion,no_dupl,1997,656,341,400,22,Computers & Communications
342,"Communications:  Directive Radio Wave Systems and Devices (e.g., Radar, Radio Navigation)",no_dupl,1997,514,342,400,21,Computers & Communications
343,Communications:  Radio Wave Antennas,no_dupl,1997,330,343,400,21,Computers & Communications
345,Computer Graphics Processing and Selective Visual Display Systems,no_dupl,1997,1519,345,400,23,Computers & Communications
346,Recorders,no_dupl,1997,40,346,400,NA,NA
347,Incremental Printing of Symbolic Information,no_dupl,1997,1076,347,400,23,Computers & Communications
348,Television,no_dupl,1997,2435,348,400,NA,NA
349,"Liquid Crystal Cells, Elements and Systems",no_dupl,1997,590,349,400,19,Chemical
351,"Optics:  Eye Examining, Vision Testing and Correcting",no_dupl,1997,275,351,400,39,Drugs & Medical
352,Optics:  Motion Pictures,no_dupl,1997,46,352,400,54,Mechanical
353,Optics:  Image Projectors,no_dupl,1997,137,353,400,54,Mechanical
355,Photocopying,no_dupl,1997,311,355,400,54,Mechanical
356,Optics:  Measuring and Testing,no_dupl,1997,1171,356,400,43,Electrical & Electronic
358,Facsimile and Static Presentation Processing,no_dupl,1997,1010,358,400,21,Computers & Communications
359,Optical: Systems and Elements,no_dupl,1997,1638,359,400,54,Mechanical
360,Dynamic Magnetic Information Storage or Retrieval,no_dupl,1997,1173,360,400,24,Computers & Communications
361,Electricity:  Electrical Systems and Devices,no_dupl,1997,1626,361,400,45,Electrical & Electronic
362,Illumination,no_dupl,1997,808,362,400,42,Electrical & Electronic
363,Electric Power Conversion Systems,no_dupl,1997,510,363,400,45,Electrical & Electronic
365,Static Information Storage and Retrieval,no_dupl,1997,1406,365,400,24,Computers & Communications
366,Agitating,no_dupl,1997,290,366,400,19,Chemical
367,"Communications, Electrical: Acoustic Wave Systems and Devices",no_dupl,1997,275,367,400,21,Computers & Communications
368,Horology: Time Measuring Systems or Devices,no_dupl,1997,160,368,400,69,Others
369,Dynamic Information Storage or Retrieval,no_dupl,1997,981,369,400,24,Computers & Communications
370,Multiplex Communications,no_dupl,1997,1459,370,400,21,Computers & Communications
372,Coherent Light Generators,no_dupl,1997,493,372,400,42,Electrical & Electronic
373,Industrial Electric Heating Furnaces,no_dupl,1997,47,373,400,66,Others
374,Thermal Measuring and Testing,no_dupl,1997,286,374,400,43,Electrical & Electronic
375,Pulse or Digital Communications,no_dupl,1997,1753,375,400,21,Computers & Communications
376,"Induced Nuclear Reactions:  Processes, Systems, and Elements",no_dupl,1997,197,376,400,44,Electrical & Electronic
377,"Electrical Pulse Counters, Pulse Dividers, or Shift Registers:  Circuits and Systems",no_dupl,1997,110,377,400,NA,NA
378,X-Ray or Gamma Ray Systems or Devices,no_dupl,1997,375,378,400,44,Electrical & Electronic
379,Telephonic Communications,no_dupl,1997,978,379,400,21,Computers & Communications
380,Cryptography,no_dupl,1997,341,380,400,22,Computers & Communications
381,Electrical Audio Signal Processing Systems and Devices,no_dupl,1997,461,381,400,NA,NA
382,Image Analysis,no_dupl,1997,1021,382,400,22,Computers & Communications
383,Flexible Bags,no_dupl,1997,180,383,400,68,Others
384,Bearings,no_dupl,1997,366,384,400,59,Mechanical
385,Optical Waveguides,no_dupl,1997,894,385,400,21,Computers & Communications
386,Motion Video Signal Processing for Recording or Reproducing,no_dupl,1997,491,386,400,NA,NA
388,Electricity:  Motor Control Systems,no_dupl,1997,68,388,400,45,Electrical & Electronic
392,Electric Resistance Heating Devices,no_dupl,1997,135,392,400,41,Electrical & Electronic
396,Photography,no_dupl,1997,899,396,400,54,Mechanical
398,Optical Communications,no_dupl,1997,326,398,400,NA,NA
399,Electrophotography,no_dupl,1997,924,399,400,54,Mechanical
400,Typewriting Machines,no_dupl,1997,344,400,400,59,Mechanical
401,Coating Implements with Material Supply,no_dupl,1997,136,401,500,12,Chemical
402,Binder Device Releasably Engaging Aperture or Notch of Sheet,no_dupl,1997,63,402,500,59,Mechanical
403,Joints and Connections,no_dupl,1997,718,403,500,67,Others
404,"Road Structure, Process, or Apparatus",no_dupl,1997,192,404,500,69,Others
405,Hydraulic and Earth Engineering,no_dupl,1997,416,405,500,64,Others
406,Conveyors:  Fluid Current,no_dupl,1997,63,406,500,59,Mechanical
407,"Cutters, for Shaping",no_dupl,1997,97,407,500,51,Mechanical
408,Cutting by Use of Rotating Axially Moving Tool,no_dupl,1997,217,408,500,51,Mechanical
409,"Gear Cutting, Milling, or Planing",no_dupl,1997,181,409,500,51,Mechanical
410,Freight Accommodation On Freight Carrier,no_dupl,1997,72,410,500,55,Mechanical
411,"Expanded, Threaded, Driven, Headed, Tool-Deformed, or Locked-Threaded Fastener",no_dupl,1997,369,411,500,59,Mechanical
412,Bookbinding: Process and Apparatus,no_dupl,1997,38,412,500,69,Others
413,Sheet Metal Container Making,no_dupl,1997,15,413,500,52,Mechanical
414,Material or Article Handling,no_dupl,1997,759,414,500,51,Mechanical
415,Rotary Kinetic Fluid Motors or Pumps,no_dupl,1997,292,415,500,53,Mechanical
416,"Fluid Reaction Surfaces (i.e., Impellers)",no_dupl,1997,208,416,500,19,Chemical
417,Pumps,no_dupl,1997,532,417,500,53,Mechanical
418,Rotary Expansible Chamber Devices,no_dupl,1997,160,418,500,53,Mechanical
419,Powder Metallurgy Processes,no_dupl,1997,138,419,500,52,Mechanical
420,Alloys or Metallic Compositions,no_dupl,1997,200,420,500,52,Mechanical
422,"Chemical Apparatus and Process Disinfecting, Deodorizing, Preserving, or Sterilizing",no_dupl,1997,1225,422,500,19,Chemical
423,Chemistry of Inorganic Compounds,no_dupl,1997,857,423,500,19,Chemical
424,"Drug, Bio-Affecting and Body Treating Compositions",no_dupl,1997,3426,424,500,31,Drugs & Medical
425,Plastic Article or Earthenware Shaping or Treating: Apparatus,no_dupl,1997,892,425,500,51,Mechanical
426,"Food or Edible Material:  Processes, Compositions, and Products",no_dupl,1997,816,426,500,61,Others
427,Coating Processes,no_dupl,1997,1935,427,500,12,Chemical
428,Stock Material or Miscellaneous Articles,no_dupl,1997,3690,428,500,69,Others
429,"Chemistry:  Electrical Current Producing Apparatus, Product, and Process",no_dupl,1997,665,429,500,45,Electrical & Electronic
430,"Radiation Imagery Chemistry: Process, Composition, or Product Thereof",no_dupl,1997,1708,430,500,19,Chemical
431,Combustion,no_dupl,1997,219,431,500,66,Others
432,Heating,no_dupl,1997,149,432,500,66,Others
433,Dentistry,no_dupl,1997,348,433,500,39,Drugs & Medical
434,Education and Demonstration,no_dupl,1997,332,434,500,69,Others
435,Chemistry: Molecular Biology and Microbiology,no_dupl,1997,4139,435,500,33,Drugs & Medical
436,Chemistry: Analytical and Immunological Testing,no_dupl,1997,1144,436,500,19,Chemical
438,Semiconductor Device Manufacturing: Process,no_dupl,1997,2142,438,500,46,Electrical & Electronic
439,Electrical Connectors,no_dupl,1997,1612,439,500,41,Electrical & Electronic
440,Marine Propulsion,no_dupl,1997,163,440,500,55,Mechanical
441,"Buoys, Rafts, and Aquatic Devices",no_dupl,1997,119,441,500,69,Others
442,"Fabric (Woven, Knitted, or Nonwoven Textile or Cloth, Etc.)",no_dupl,1997,427,442,500,11,Chemical
445,Electric Lamp or Space Discharge Component or Device Manufacturing,no_dupl,1997,149,445,500,42,Electrical & Electronic
446,Amusement Devices:  Toys,no_dupl,1997,292,446,500,62,Others
449,Bee Culture,no_dupl,1997,8,449,500,61,Others
450,Foundation Garments,no_dupl,1997,35,450,500,63,Others
451,Abrading,no_dupl,1997,547,451,500,51,Mechanical
452,Butchering,no_dupl,1997,72,452,500,61,Others
453,Coin Handling,no_dupl,1997,18,453,500,59,Mechanical
454,Ventilation,no_dupl,1997,219,454,500,59,Mechanical
455,Telecommunications,no_dupl,1997,1296,455,500,21,Computers & Communications
460,Crop Threshing or Separating,no_dupl,1997,26,460,500,61,Others
462,"Books, Strips, and Leaves for Manifolding",no_dupl,1997,11,462,500,69,Others
463,Amusement Devices: Games,no_dupl,1997,197,463,500,62,Others
464,"Rotary Shafts, Gudgeons, Housings, and Flexible Couplings for Rotary Shafts",no_dupl,1997,245,464,500,53,Mechanical
470,"Threaded, Headed Fastener, or Washer Making: Process and Apparatus",no_dupl,1997,28,470,500,59,Mechanical
472,Amusement Devices,no_dupl,1997,84,472,500,62,Others
473,Games Using Tangible Projectile,no_dupl,1997,681,473,500,62,Others
474,Endless Belt Power Transmission Systems or Components,no_dupl,1997,182,474,500,53,Mechanical
475,Planetary Gear Transmission Systems or Components,no_dupl,1997,231,475,500,53,Mechanical
476,Friction Gear Transmission Systems or Components,no_dupl,1997,24,476,500,53,Mechanical
477,"Interrelated Power Delivery Controls, Including Engine Control",no_dupl,1997,267,477,500,53,Mechanical
482,Exercise Devices,no_dupl,1997,468,482,500,59,Mechanical
483,Tool Changing,no_dupl,1997,38,483,500,59,Mechanical
492,Roll or Roller,no_dupl,1997,110,492,500,59,Mechanical
493,Manufacturing Container or Tube From Paper; or Other Manufacturing From a Sheet or Web,no_dupl,1997,200,493,500,51,Mechanical
494,Imperforate Bowl:  Centrifugal Separators,no_dupl,1997,75,494,500,19,Chemical
501,Compositions: Ceramic,no_dupl,1997,457,501,600,19,Chemical
502,"Catalyst, Solid Sorbent, or Support Therefor:  Product or Process of Making",no_dupl,1997,601,502,600,19,Chemical
503,"Record Receiver Having Plural Interactive Leaves or a Colorless Color Former, Method of Use, or Developer Therefor",no_dupl,1997,151,503,600,69,Others
504,Plant Protecting and Regulating Compositions,no_dupl,1997,322,504,600,11,Chemical
505,"Superconductor Technology:  Apparatus, Material, Process",no_dupl,1997,172,505,600,46,Electrical & Electronic
506,"Combinatorial Chemistry Technology:  Method, Library, Apparatus",no_dupl,1997,55,506,600,NA,NA
507,"Earth Boring, Well Treating, and Oil Field Chemistry",no_dupl,1997,111,507,600,64,Others
508,"Solid Anti-Friction Devices, Materials Therefor, Lubricant or Separant Compositions for Moving Solid Surfaces, and Miscellaneous Mineral Oil Compositions",no_dupl,1997,230,508,600,59,Mechanical
510,"Cleaning Compositions for Solid Surfaces, Auxiliary Compositions Therefor, or Processes of Preparing the Compositions",no_dupl,1997,530,510,600,19,Chemical
512,Perfume Compositions,no_dupl,1997,36,512,600,19,Chemical
514,"Drug, Bio-Affecting and Body Treating Compositions",no_dupl,1997,4938,514,600,31,Drugs & Medical
516,Colloid Systems and Wetting Agents; Subcombinations Thereof; Processes Of,no_dupl,1997,173,516,600,19,Chemical
518,Chemistry:  Fischer-Tropsch Processes; or Purification or Recovery of Products Thereof,no_dupl,1997,15,518,600,19,Chemical
520,Synthetic Resins or Natural Rubbers -- Part of the Class 520 Series,no_dupl,1997,0,520,600,15,Chemical
521,Synthetic Resins or Natural Rubbers -- Part of the Class 520 Series,no_dupl,1997,363,521,600,15,Chemical
522,Synthetic Resins or Natural Rubbers -- Part of the Class 520 Series,no_dupl,1997,235,522,600,15,Chemical
523,Synthetic Resins or Natural Rubbers -- Part of the Class 520 Series,no_dupl,1997,526,523,600,15,Chemical
524,Synthetic Resins or Natural Rubbers -- Part of the Class 520 Series,no_dupl,1997,1448,524,600,15,Chemical
525,Synthetic Resins or Natural Rubbers -- Part of the Class 520 Series,no_dupl,1997,1439,525,600,15,Chemical
526,Synthetic Resins or Natural Rubbers -- Part of the Class 520 Series,no_dupl,1997,732,526,600,15,Chemical
527,Synthetic Resins or Natural Rubbers -- Part of the Class 520 Series,no_dupl,1997,25,527,600,15,Chemical
528,Synthetic Resins or Natural Rubbers -- Part of the Class 520 Series,no_dupl,1997,1161,528,600,15,Chemical
530,Chemistry:  Natural Resins or Derivatives; Peptides or Proteins; Lignins or Reaction Products Thereof,no_dupl,1997,1859,530,600,15,Chemical
532,Organic Compounds -- Part of the Class 532-570 Series,no_dupl,1997,0,532,600,NA,NA
534,Organic Compounds -- Part of the Class 532-570 Series,no_dupl,1997,183,534,600,14,Chemical
536,Organic Compounds -- Part of the Class 532-570 Series,no_dupl,1997,2194,536,600,14,Chemical
540,Organic Compounds -- Part of the Class 532-570 Series,no_dupl,1997,616,540,600,14,Chemical
544,Organic Compounds -- Part of the Class 532-570 Series,no_dupl,1997,1043,544,600,14,Chemical
546,Organic Compounds -- Part of the Class 532-570 Series,no_dupl,1997,1323,546,600,14,Chemical
548,Organic Compounds -- Part of the Class 532-570 Series,no_dupl,1997,1182,548,600,14,Chemical
549,Organic Compounds -- Part of the Class 532-570 Series,no_dupl,1997,780,549,600,14,Chemical
552,Organic Compounds -- Part of the Class 532-570 Series,no_dupl,1997,123,552,600,14,Chemical
554,Organic Compounds -- Part of the Class 532-570 Series,no_dupl,1997,123,554,600,14,Chemical
556,Organic Compounds -- Part of the Class 532-570 Series,no_dupl,1997,360,556,600,14,Chemical
558,Organic Compounds -- Part of the Class 532-570 Series,no_dupl,1997,349,558,600,14,Chemical
560,Organic Compounds -- Part of the Class 532-570 Series,no_dupl,1997,571,560,600,14,Chemical
562,Organic Compounds -- Part of the Class 532-570 Series,no_dupl,1997,483,562,600,14,Chemical
564,Organic Compounds -- Part of the Class 532-570 Series,no_dupl,1997,582,564,600,14,Chemical
568,Organic Compounds -- Part of the Class 532-570 Series,no_dupl,1997,498,568,600,14,Chemical
570,Organic Compounds -- Part of the Class 532-570 Series,no_dupl,1997,117,570,600,14,Chemical
585,Chemistry of Hydrocarbon Compounds,no_dupl,1997,294,585,600,19,Chemical
588,Hazardous or Toxic Waste Destruction or Containment,no_dupl,1997,179,588,600,19,Chemical
600,Surgery,no_dupl,1997,1293,600,600,32,Drugs & Medical
601,Surgery: Kinesitherapy,no_dupl,1997,175,601,700,32,Drugs & Medical
602,"Surgery: Splint, Brace, or Bandage",no_dupl,1997,245,602,700,32,Drugs & Medical
604,Surgery,no_dupl,1997,1703,604,700,32,Drugs & Medical
606,Surgery,no_dupl,1997,1671,606,700,32,Drugs & Medical
607,"Surgery: Light, Thermal, and Electrical Application",no_dupl,1997,479,607,700,32,Drugs & Medical
623,"Prosthesis (i.e., Artificial Body Members), Parts Thereof, or Aids and Accessories Therefor",no_dupl,1997,512,623,700,39,Drugs & Medical
700,Data Processing:  Generic Control Systems or Specific Applications,no_dupl,1997,729,700,700,22,Computers & Communications
701,"Data Processing: Vehicles, Navigation, and Relative Location",no_dupl,1997,605,701,800,22,Computers & Communications
702,"Data Processing: Measuring, Calibrating, or Testing",no_dupl,1997,697,702,800,22,Computers & Communications
703,"Data Processing:  Structural Design, Modeling, Simulation, and Emulation",no_dupl,1997,310,703,800,NA,NA
704,"Data Processing: Speech Signal Processing, Linguistics, Language Translation, and Audio Compression/Decompression",no_dupl,1997,512,704,800,22,Computers & Communications
705,"Data Processing: Financial, Business Practice, Management, or Cost/Price Determination",no_dupl,1997,367,705,800,22,Computers & Communications
706,Data Processing: Artificial Intelligence,no_dupl,1997,339,706,800,22,Computers & Communications
707,Data Processing:  Database and File Management or Data Structures,no_dupl,1997,704,707,800,22,Computers & Communications
708,Electrical Computers:  Arithmetic Processing and Calculating,no_dupl,1997,510,708,800,22,Computers & Communications
709,Electrical Computers and Digital Processing Systems:  Multicomputer Data Transferring,no_dupl,1997,556,709,800,22,Computers & Communications
710,Electrical Computers and Digital Data Processing Systems:  Input/Output,no_dupl,1997,1048,710,800,22,Computers & Communications
711,Electrical Computers and Digital Processing Systems: Memory,no_dupl,1997,1078,711,800,24,Computers & Communications
712,"Electrical Computers and Digital Processing Systems:  Processing Architectures and Instruction Processing (e.g., Processors)",no_dupl,1997,688,712,800,22,Computers & Communications
